CODIGO_DA_IES,NOME_DA_IES,SIGLA,ORGANIZACAO_ACADEMICA,MUNICIPIO,UF,SITUACAO_IES
737,CENTRO UNIVERSITÁRIO SÃO CAMILO,SAO CAMILO,Centro Universitário,São Paulo,SP,Ativa
23389,FACULDADE UNIBRAS DO MARANHÃO,FACBRAS,Faculdade,Santa Inês,MA,Ativa
266,UNIVERSIDADE METODISTA DE PIRACICABA,UNIMEP,Universidade,Piracicaba,SP,Ativa
17322,Faculdade Aberta do Tocantins,FAT,Faculdade,Araguatins,TO,Ativa
20499,Faculdade da Polícia Militar,FPM,Faculdade,Goiânia,GO,Ativa
20003,FACULDADE SERRANA DE SAÚDE,FASS,Faculdade,Itabaiana,SE,Extinta
4179,FACULDADE NAZARENA DO BRASIL,FNB,Faculdade,Campinas,SP,Ativa
5018,INSTITUTO SUPERIOR DE EDUCAÇÃO PROFESSOR ALDO MUYLAERT,ISEPAM,Faculdade,Campos dos Goytacazes,RJ,Ativa
3507,FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS IBRAFEM,IBRAFEM,Faculdade,Rio das Pedras,SP,Extinta
21587,Faculdade Maurício de Nassau de Uberlândia,FMN Uberlândia,Faculdade,Uberlândia,MG,Extinta
19512,Centro Universitário Imepac - Araguari,null,Centro Universitário,Araguari,MG,Ativa
25425,FACULDADE TELOS DE CAMPINAS,FATELOS,Faculdade,Campinas,SP,Ativa
3998,INSTITUTO INFNET RIO DE JANEIRO,INFNET,Faculdade,Rio de Janeiro,RJ,Ativa
4163,CENTRO UNIVERSITÁRIO BARRIGA VERDE,UNIBAVE,Centro Universitário,Orleans,SC,Ativa
23118,IBPTECH FACULDADE DE CIÊNCIAS FORENSES E TECNOLOGIA,,Faculdade,São Paulo,SP,Ativa
21435,ESCOLA DE FORMAÇÃO COMPLEMENTAR DO EXÉRCITO,EsFCEx,Instituição Especialmente Credenciada para oferta de cursos lato sensu,Salvador,BA,Extinta
4598,FACULDADE DE JUNDIAÍ,null,Faculdade,Jundiaí,SP,Extinta
23218,Faculdade Paraíso Fortaleza,FAP,Faculdade,Fortaleza,CE,Ativa
19334,Faculdade Uninassau Brasília,Nassau Brasília,Faculdade,Brasília,DF,Ativa
21441,Escola de Equitação do Exército,EsEqEx,Instituição Especialmente Credenciada para oferta de cursos lato sensu,Rio de Janeiro,RJ,Ativa
16914,Faculdade Leonardo da Vinci - Santa Catarina,FAVINCI,Faculdade,Timbó,SC,Ativa
19324,Faculdade de Tecnologia SENAI Dourados,FATEC Dourados,Faculdade,Dourados,MS,Ativa
24864,INSTITUTO DE EDUCAÇÃO SUPERIOR E INOVAÇÃO INVENIO,INVENIO,Faculdade,São Paulo,SP,Ativa
724,Centro Universitário FACEX,UNIFACEX,Centro Universitário,Natal,RN,Ativa
14029,Faculdade Presidente Antônio Carlos de Aimorés,null,Faculdade,Aimorés,MG,Ativa
19963,Faculdade de Ciências Odontológicas,FCO,Faculdade,Montes Claros,MG,Ativa
23946,Faculdade de Tecnologia e Ciências - FTC Juazeiro do Norte,FTC JUAZEIRO CE,Faculdade,Juazeiro do Norte,CE,Ativa
2397,FACULDADE FUCAPE,FUCAPE,Faculdade,Vitória,ES,Ativa
2761,FACULDADE DO SERTÃO,UESSBA,Faculdade,Irecê,BA,Extinta
18023,FACULDADE UNINASSAU PETROLINA,null,Faculdade,Petrolina,PE,Ativa
17651,FACULDADE LIFE,FACLIFE,Faculdade,Padre Bernardo,GO,Ativa
1702,CENTRO UNIVERSITÁRIO ESTÁCIO DA AMAZÔNIA,ESTÁCIO AMAZÔNIA,Centro Universitário,Boa Vista,RR,Ativa
652,Centro Universitário Santa Cecília,Unicea,Centro Universitário,Pindamonhangaba,SP,Ativa
1557,UNIVERSIDADE FUMEC,FUMEC,Universidade,Belo Horizonte,MG,Ativa
3878,FACULDADE DECISION DE NEGÓCIOS,null,Faculdade,Porto Alegre,RS,Ativa
22424,FACULDADE ESAMC GOIÂNIA,ESAMC GOIÂNIA,Faculdade,Goiânia,GO,Ativa
752,FACULDADE DE PARÁ DE MINAS,FAPAM,Faculdade,Pará de Minas,MG,Ativa
1696,FACULDADE CENTRAL DE CRISTALINA,FACEC,Faculdade,Cristalina,GO,Ativa
4586,FACULDADE UNIBRAS DO NORTE GOIANO,FACBRAS,Faculdade,Porangatu,GO,Ativa
638,FACULDADE DE DIREITO MILTON CAMPOS,FDMC,Faculdade,Nova Lima,MG,Ativa
23228,Faculdade São Judas de Guarulhos,,Faculdade,Guarulhos,SP,Ativa
20587,Faculdade Pitágoras de Irecê,FPI,Faculdade,Irecê,BA,Ativa
878,Centro Universitário Católica do Leste de Minas Gerais,UNILESTE,Centro Universitário,Coronel Fabriciano,MG,Ativa
3930,INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ,IESRSA,Faculdade,Picos,PI,Ativa
1612,Faculdade Assis Gurgacz,FAG TOLEDO,Faculdade,Toledo,PR,Ativa
1944,FACULDADE DE TECNOLOGIA IBRATEC,IBRATEC,Faculdade,Recife,PE,Extinta
18289,FACULDADE INTEGRADA DE MARINGÁ,INTEGRADA,Faculdade,Maringá,PR,Extinta
15689,Faculdade de Tecnologia de Bauru,FATEC,Faculdade,Bauru,SP,Ativa
16218,FACULDADE CLARETIANA DE BRASILIA,FCB,Faculdade,Brasília,DF,Ativa
141,FACULDADE DE DIREITO DE VARGINHA - FADIVA,FADIVA,Faculdade,Varginha,MG,Ativa
4355,Faculdades Integradas Oswaldo Cruz,null,Faculdade,Palmas,TO,Ativa
12791,FACULDADE ANHANGUERA DE PINDAMONHANGABA,null,Faculdade,Pindamonhangaba,SP,Ativa
21365,FACULDADE MAURÍCIO DE NASSAU DE FLORIANÓPOLIS,FMN FLORIPA,Faculdade,Florianópolis,SC,Extinta
13106,FACULDADE DE TECNOLOGIA LOURENÇO FILHO,FATEC FLF,Faculdade,Fortaleza,CE,Ativa
2124,FACULDADE CALAFIORI,CALAFIORI,Faculdade,São Sebastião do Paraíso,MG,Ativa
5038,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE MARABÁ,FACIMAB,Faculdade,Marabá,PA,Ativa
3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,Universidade,Manaus,AM,Ativa
16502,FACULDADE PESTALOZZI DE FRANCA,FAPESF,Faculdade,Franca,SP,Ativa
14215,Faculdade Presidente Antônio Carlos de Barroso,FUNEES,Faculdade,Barroso,MG,Extinta
5101,FACULDADE CENTRO OESTE DO PARANÁ,FACEOPAR,Faculdade,Laranjeiras do Sul,PR,Extinta
888,FACULDADE BANDEIRANTES DE CIÊNCIAS EXATAS E HUMANAS,FACEX,Faculdade,São Paulo,SP,Extinta
1351,CENTRO UNIVERSITÁRIO SOCIESC,null,Centro Universitário,Joinville,SC,Ativa
18372,FACULDADE SOLIDARIA DO OESTE PAULISTA,FASOL,Faculdade,Presidente Prudente,SP,Ativa
5527,FACULDADE DE GOIÂNIA - UNIDADE 1,FAG,Faculdade,Goiânia,GO,Extinta
1879,Centro Universitário UNIFACEAR,null,Centro Universitário,Araucária,PR,Ativa
3360,INSTITUTO DE EDUCAÇÃO SUPERIOR PRESIDENTE KENNEDY - CENTRO DE FORMAÇÃO DE PROFISSIONAIS DE EDUCAÇÃO,IFESP,Faculdade,Natal,RN,Ativa
2042,FACULDADE FIGUEIREDO COSTA - FIC,null,Faculdade,Maceió,AL,Ativa
5017,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ,FAETERJ PETRÓPOLIS,Faculdade,Petrópolis,RJ,Ativa
2197,Faculdade Villas Boas,FVB,Faculdade,São Paulo,SP,Extinta
20340,FACULDADE PAULISTA DE CIÊNCIAS DA SAÚDE,FPCS,Faculdade,São Paulo,SP,Ativa
22215,FACULDADE UNIVERITAS UNIVERSUS VERITAS DE NOVA IGUAÇU,UNIVERITAS NI,Faculdade,Nova Iguaçu,RJ,Extinta
22932,FACULDADE METROPOLITANA DO CARIRI,FAMEC,Faculdade,Crato,CE,Ativa
5525,FACULDADE DE TECNOLOGIA LOURENÇO FILHO,FATEC - FLF,Faculdade,Fortaleza,CE,Extinta
1430,CENTRO UNIVERSITÁRIO INGÁ,UNINGÁ,Centro Universitário,Maringá,PR,Ativa
2435,FACULDADE DE CIÊNCIAS CONTÁBEIS LUIZ MENDES,LUMEN FACULDADES,Faculdade,João Pessoa,PB,Extinta
490,CENTRO UNIVERSITÁRIO DE VALENÇA,UNIFAA,Centro Universitário,Valença,RJ,Ativa
1173,FACULDADE ANHANGUERA DE BRASÍLIA,null,Faculdade,Brasília,DF,Ativa
1883,CENTRO UNIVERSITÁRIO UNIFAS,null,Centro Universitário,Lauro de Freitas,BA,Ativa
713,ESCOLA SUPERIOR DE ESTATÍSTICA DA BAHIA,ESEB,Faculdade,Salvador,BA,Extinta
3290,INSTITUTO SUPERIOR DE EDUCAÇÃO DOS INCONFIDENTES,ISEI,Faculdade,Itabirito,MG,Extinta
2257,FACULDADE DIADEMA,FAD,Faculdade,Diadema,SP,Ativa
21238,Faculdade Anhanguera de São José do Rio Preto,FASJRP,Faculdade,São José do Rio Preto,SP,Ativa
25469,FACULDADE DE SANTA INÊS,FSI,Faculdade,Santa Inês,MA,Ativa
15914,FACULDADE DO SERTAO BAIANO,FASBE,Faculdade,Monte Santo,BA,Extinta
1346,FACULDADE BATISTA DE MINAS GERAIS,FBMG,Faculdade,Belo Horizonte,MG,Ativa
25261,FACULDADE ITPAC BRAGANÇA,ITPAC BRAGANÇA,Faculdade,Bragança,PA,Ativa
1972,Faculdade de São Caetano do Sul,null,Faculdade,São Caetano do Sul,SP,Ativa
1678,FACULDADE DE CIÊNCIAS DE WENCESLAU BRAZ,FACIBRA,Faculdade,Wenceslau Braz,PR,Extinta
24470,Faculdade de Medicina do Sertão,FMS,Faculdade,Arcoverde,PE,Ativa
2775,Faculdades Integradas Desembargador Sávio Brandão,FAUSB,Faculdade,Várzea Grande,MT,Ativa
2336,CENTRO UNIVERSITÁRIO BRASÍLIA DO ESTADO DE GOIÁS,UniBRASÍLIA,Centro Universitário,São Luís de Montes Belos,GO,Ativa
1803,FACULDADE DE TECNOLOGIA E CIÊNCIAS DE PERNAMBUCO,FATEC,Faculdade,Recife,PE,Extinta
2560,FACULDADE DE ENSINO SUPERIOR DA CIDADE DE FEIRA DE SANTANA,FAESF/UNEF,Faculdade,Feira de Santana,BA,Ativa
1170,Centro Universitário FAMEC,UNIFAMEC,Centro Universitário,Camaçari,BA,Ativa
346,INSTITUTO SUPERIOR DE CIÊNCIAS APLICADAS - ISCA,ISCA,Faculdade,Limeira,SP,Ativa
22763,FACULDADE SANTA CASA,FSC,Faculdade,Salvador,BA,Ativa
4788,INSTITUTO CENTRO DE ENSINO TECNOLÓGICO - CARIRI,CENTEC,Faculdade,Limoeiro do Norte,CE,Extinta
19551,CENTRO UNIVERSITÁRIO BARRIGA VERDE / UNIBAVE Cocal do Sul,UNIBAVE,Centro Universitário,Cocal do Sul,SC,Extinta
2436,Instituto de Ensino Superior Brasileiro,ESB,Faculdade,Manaus,AM,Ativa
21821,Faculdade de Tecnologia Senac Maringá,,Faculdade,Maringá,PR,Ativa
3590,FACULDADE DE ENFERMAGEM SÃO VICENTE DE PAULA,FESVIP,Faculdade,João Pessoa,PB,Ativa
1736,CENTRO UNIVERSITÁRIO LA SALLE DO RIO DE JANEIRO,UNILASALLE/RJ,Centro Universitário,Niterói,RJ,Ativa
4503,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,UFRB,Universidade,Cruz das Almas,BA,Ativa
1185,CENTRO UNIVERSITÁRIO JORGE AMADO,UNIJORGE,Centro Universitário,Salvador,BA,Ativa
18164,Faculdade Estácio de Bauru,Estácio BAURU,Faculdade,Bauru,SP,Extinta
16934,Faculdade Méliès,MÉLIÈS,Faculdade,São Paulo,SP,Ativa
17565,"FACULDADE DE CIÊNCIAS HUMANAS,EXATAS E DA SAÚDE DO PIAUÍ",FAHESP,Faculdade,Parnaíba,PI,Ativa
21888,Faculdade Rehagro,Rehagro,Faculdade,Belo Horizonte,MG,Ativa
23163,Faculdade de Educação Superior de Divinópolis,,Faculdade,Divinópolis,MG,Ativa
2529,INSTITUTO SUPERIOR DE EDUCAÇÃO DE IGUAPE,ISE IGUAPE,Faculdade,Iguape,SP,Extinta
18152,FACULDADE INTEGRADA DE ARAPONGAS,INTEGRADA,Faculdade,Arapongas,PR,Extinta
3004,INSTITUTO DE ENSINO SUPERIOR SANTA CECÍLIA,IESC,Faculdade,Arapiraca,AL,Ativa
1596,FACULDADE DE CIÊNCIAS E EDUCAÇÃO DO ESPÍRITO SANTO,UNIVES,Faculdade,Vitória,ES,Ativa
4865,FACULDADE ANHANGUERA DE SÃO LUIZ,null,Faculdade,São Luís,MA,Ativa
3529,CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA,UNIVEM,Centro Universitário,Marília,SP,Ativa
3996,FACULDADE SENAC PERNAMBUCO,SENACPE,Faculdade,Recife,PE,Ativa
23107,Faculdade Dom Adelio Tomasin,FADAT,Faculdade,Quixadá,CE,Ativa
2561,FACULDADE DE CIÊNCIAS ADMINISTRATIVAS,FCA,Faculdade,Cuiabá,MT,Extinta
18637,Faculdade IMES,IMES,Faculdade,Governador Valadares,MG,Ativa
1742,Centro Universitário de Tecnologia Carlos Drummond de Andrade,null,Centro Universitário,São Paulo,SP,Ativa
3697,FACULDADE FAMERCOSUL,FSUL,Faculdade,Porto Alegre,RS,Ativa
13657,Faculdade Uniateneu,FATE,Faculdade,São Gonçalo do Amarante,CE,Ativa
1326,Faculdade Multivix Serra,MULTIVIX SERRA,Faculdade,Serra,ES,Ativa
18708,Faculdade AGES de Senhor do Bonfim,Faculdade AGES,Faculdade,Senhor do Bonfim,BA,Ativa
25182,Faculdade Brasil Empreender,FABEMP,Faculdade,Uberlândia,MG,Ativa
1762,Centro Universitário de Tecnologia e Negócios Carlos Drummond de Andrade,UniTen CDA,Centro Universitário,São Paulo,SP,Ativa
2431,Faculdade Estácio de Ibiúna,ESTÁCIO IBIÚNA,Faculdade,Ibiúna,SP,Extinta
17091,Faculdade CERS,CERS,Faculdade,Recife,PE,Ativa
5181,FACULDADE MOGIANA DO ESTADO DE SÃO PAULO,FAMOESP,Faculdade,Mogi Guaçu,SP,Extinta
22930,Centro de Ensino e Pesquisa do Pró-Cardíaco,Procep,Instituição Especialmente Credenciada para oferta de cursos lato sensu,Rio de Janeiro,RJ,Ativa
5277,FACULDADE FORTIUM,null,Faculdade,Brasília,DF,Extinta
1945,FACULDADE ANHANGUERA DE SORRISO,null,Faculdade,Sorriso,MT,Ativa
2639,FACULDADE DE TECNOLOGIA SENAI CONCÓRDIA,CET CONCÓRDIA,Faculdade,Concórdia,SC,Extinta
10929,FACULDADE SANTO ANDRE,FASA,Faculdade,Cacoal,RO,Extinta
20465,Faculdade de Agronegócios de Holambra,FAAGROH,Faculdade,Holambra,SP,Ativa
24189,FACULDADE SÃO FRANCISCO DA PARAÍBA CAMPINA GRANDE,,Faculdade,Campina Grande,PB,Ativa
3882,INSTITUTO DE ENSINO SUPERIOR DE FORMAÇÃO PROFISSIONAL,IESFORP,Faculdade,Ribeirão Preto,SP,Extinta
5544,FACULDADE PRESIDENTE ANTÔNIO CARLOS,FAPAC,Faculdade,Porto Nacional,TO,Ativa
1957,FACULDADE DE TECNOLOGIA SENAI JOINVILLE,SENAI DE JOINVILLE,Faculdade,Joinville,SC,Ativa
2122,CENTRO UNIVERSITÁRIO ESTÁCIO DE SERGIPE,null,Centro Universitário,Aracaju,SE,Ativa
72,FACULDADE DE FORMAÇÃO DE PROFESSORES DA MATA SUL,FAMASUL,Faculdade,Palmares,PE,Ativa
19554,Faculdade Petrus,FAPETRUS,Faculdade,São Luís,MA,Ativa
25611,FACULDADE ESCOLA DE AYURVEDA,FAESDA,Faculdade,Porto Alegre,RS,Ativa
22097,FACULDADE POLITÉCNICA DE CAMPO GRANDE,POLITÉCNICA,Faculdade,Campo Grande,MS,Ativa
19588,Faculdade de Educação Tecnológica do Estado do Rio de Janeiro,FAETERJ CAXIAS,Faculdade,Duque de Caxias,RJ,Ativa
4090,FACULDADE DE ROSEIRA,FARO,Faculdade,Roseira,SP,Ativa
2350,ESCOLA SUPERIOR MADRE CELESTE,ESMAC,Faculdade,Ananindeua,PA,Ativa
624,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS CARLOS QUEIROZ,FAFIQUE,Faculdade,Santa Cruz do Rio Pardo,SP,Extinta
2194,FACULDADE ANHANGUERA DO RIO GRANDE,,Faculdade,Rio Grande,RS,Ativa
1334,CENTRO UNIVERSITÁRIO FACISA,UNIFACISA,Centro Universitário,Campina Grande,PB,Ativa
1467,FACULDADE CENECISTA DE VILA VELHA,FACEVV,Faculdade,Vila Velha,ES,Extinta
244,CENTRO UNIVERSITÁRIO FIEO,UNIFIEO,Centro Universitário,Osasco,SP,Ativa
1031,FACULDADE ANDRÉ DA SILVEIRA,FADS,Faculdade,Andrelândia,MG,Extinta
3805,FACULDADE DE TECNOLOGIA DA PARAÍBA,FATECPB,Faculdade,Cabedelo,PB,Ativa
14192,Faculdade Presidente Antônio Carlos de Nanuque,FUNEES Nanuque,Faculdade,Nanuque,MG,Extinta
14212,Faculdade Presidente Antônio Carlos de São Romão,FUNEES,Faculdade,São Romão,MG,Extinta
2653,FACULDADE PIEMONTE,FAP,Faculdade,Serrolândia,BA,Extinta
1773,CENTRO UNIVERSITÁRIO FAI,null,Centro Universitário,Itapiranga,SC,Ativa
4910,FACULDADE DO TRABALHO,FATRA,Faculdade,Uberlândia,MG,Ativa
1182,INSTITUTO DE ENSINO SUPERIOR DE AMERICANA,IESA,Faculdade,Americana,SP,Ativa
3602,CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL,UNIBRASIL,Centro Universitário,Curitiba,PR,Ativa
16759,FACULDADE DE CIÊNCIAS MÉDICAS E JURÍDICA,FACMED,Faculdade,Augustinópolis,TO,Ativa
14181,FACULDADE DE TECNOLOGIA DO COOPERATIVISMO,,Faculdade,Porto Alegre,RS,Ativa
14090,FACULDADE BETIM,FABE,Faculdade,Betim,MG,Extinta
16691,Faculdade NETCOM,FANET,Faculdade,São Luís,MA,Ativa
15,UNIVERSIDADE CATÓLICA DE PETRÓPOLIS,UCP,Universidade,Petrópolis,RJ,Ativa
13982,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE BELÉM,null,Centro Universitário,Belém,PA,Ativa
21540,FACULDADE FREIRE DE ENSINO,FFE,Faculdade,Francisco Morato,SP,Ativa
3372,CENTRO UNIVERSITÁRIO DE LAVRAS,UNILAVRAS,Centro Universitário,Lavras,MG,Ativa
3542,INSTITUTO DE ENSINO SUPERIOR DE MINAS GERAIS,IESMIG,Faculdade,Sabinópolis,MG,Ativa
2569,FACULDADE DE TECNOLOGIA FAESA,CET-FAESA,Faculdade,Vitória,ES,Ativa
3543,FACULDADE NOVO HAMBURGO,FACULDADE IENH,Faculdade,Novo Hamburgo,RS,Ativa
21957,FACULDADE METROPOLITANA DE LAGES,FAMELAGES,Faculdade,Lages,SC,Ativa
11645,FACULDADE UNINASSAU VILHENA,null,Faculdade,Vilhena,RO,Ativa
21885,FACULDADE IBAM,null,Faculdade,Rio de Janeiro,RJ,Ativa
440,FACULDADE DE DIREITO DE ITÚ,FADITU,Faculdade,Itu,SP,Ativa
376,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,,Centro Universitário,São Paulo,SP,Ativa
1694,ESCOLA SUPERIOR DE CRICIÚMA - ESUCRI,ESUCRI,Faculdade,Criciúma,SC,Ativa
23224,FACULDADE PRESIDENTE DUTRA,FAP,Faculdade,Presidente Dutra,MA,Ativa
2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Brasília,DF,Ativa
1237,CENTRO UNIVERSITÁRIO NOSSA SENHORA APARECIDA,UNIFANAP,Centro Universitário,Aparecida de Goiânia,GO,Ativa
20497,FACULDADE ROBERTO MIRANDA,FRM SP,Faculdade,São Paulo,SP,Ativa
4043,FACULDADE TECNOLOGIA EDUVALE - AVARÉ,FATEC EDUVALE,Faculdade,Avaré,SP,Extinta
9863,Faculdade de Tecnologia de Assis,null,Faculdade de Tecnologia,Assis,SP,Extinta
1489,FACULDADE DE SELVÍRIA,FAS,Faculdade,Selvíria,MS,Extinta
3610,Centro Universitário ICESP,Unicesp,Centro Universitário,Brasília,DF,Ativa
18649,FACULDADE UNINASSAU MOSSORÓ,null,Faculdade,Mossoró,RN,Ativa
4922,FACULDADE INTEGRADA DAS CATARATAS eJOVEM,eJOVEM,Faculdade,Foz do Iguaçu,PR,Ativa
2993,FACULDADE DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE,FACIBIOS,Faculdade,Montes Claros,MG,Extinta
18520,Faculdade ALFAUNIPAC de Araçuaí,null,Faculdade,Araçuaí,MG,Ativa
22020,Escola Municipal de Gestão do Legislativo,EMUGLE,Escola de Governo,Campos dos Goytacazes,RJ,Ativa
2244,FACULDADE DA CIDADE DE MACEIÓ,FACIMA,Faculdade,Maceió,AL,Ativa
3839,Faculdade IPEMED de Ciências Médicas,IPEMED,Faculdade,Belo Horizonte,MG,Ativa
3020,FACULDADE SANTA RITA DE CÁSSIA,IFASC,Faculdade,Itumbiara,GO,Ativa
4102,FACULDADE DE TECNOLOGIA IBRATEC DE MACEIÓ,IBRATEC,Faculdade,Maceió,AL,Extinta
1644,FACULDADE UNIME DE EDUCAÇÃO E COMUNICAÇÃO,FEC,Faculdade,Lauro de Freitas,BA,Ativa
2147,Centro Universitário CEUNI - FAMETRO,FAMETRO,Centro Universitário,Manaus,AM,Ativa
13784,FACULDADE DO PLANALTO CENTRAL,FAPLAC,Faculdade,Formosa,GO,Ativa
3985,CENTRO UNIVERSITÁRIO SENAC,SENACSP,Centro Universitário,São Paulo,SP,Ativa
17969,ACADEMIA JUDICIAL DO TRIBUNAL DE JUSTIÇA DE SANTA CATARINA,AJ,Escola de Governo,Florianópolis,SC,Ativa
756,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,Universidade,Teresina,PI,Ativa
12916,IPOG - INSTITUTO DE PÓS-GRADUAÇÃO & GRADUAÇÃO,IPOG,Faculdade,Goiânia,GO,Ativa
21411,Faculdade Uninassau Cuiabá,Nassau Cuiabá,Faculdade,Cuiabá,MT,Ativa
4534,FACULDADE HERRERO,FATEC,Faculdade,Curitiba,PR,Ativa
21675,FACULDADE CIDADE DE APARECIDA DE GOIÂNIA,FacCidade,Faculdade,Aparecida de Goiânia,GO,Ativa
3238,FACULDADE DE ODONTOLOGIA,ITPAC,Faculdade,Araguaína,TO,Extinta
5285,FACULDADES INTEGRADAS DE TAQUARA,FACCAT,Faculdade,Taquara,RS,Ativa
1636,Faculdade Monte Pascoal,FMP,Faculdade,Canela,RS,Ativa
11841,FACULDADE EVOLUÇÃO ALTO OESTE POTIGUAR,FACEP,Faculdade,Pau dos Ferros,RN,Ativa
360,CENTRO UNIVERSITÁRIO PAULISTANO,UNIPAULISTANA,Centro Universitário,São Paulo,SP,Ativa
21993,FACULDADE UNINTA IGUATU,null,Faculdade,Iguatu,CE,Ativa
2521,INSTITUTO SUPERIOR DE EDUCAÇÃO DO SUL DO PIAUÍ,ISESPI,Faculdade,Canto do Buriti,PI,Ativa
1304,FACULDADE DE RIBEIRÃO PIRES,null,Faculdade,Ribeirão Pires,SP,Ativa
2750,FACULDADE DE TECNOLOGIA SENAI LUZERNA,SENAI LUZERNA,Faculdade,Luzerna,SC,Extinta
18958,FACULDADES INTEGRADAS QUALIS,FIQ,Faculdade,Guarabira,PB,Ativa
22210,FACULDADE MAURÍCIO DE NASSAU SERRA TALHADA,FMN SERRA,Faculdade,Serra Talhada,PE,Ativa
1318,FACULDADE UNINASSAU VITÓRIA DA CONQUISTA,null,Faculdade,Vitória da Conquista,BA,Ativa
14121,Faculdade Presidente Antônio Carlos de São João Nepomuceno,null,Faculdade,São João Nepomuceno,MG,Ativa
23100,Faculdade Pitágoras Unopar de Juazeiro do Norte,,Faculdade,Juazeiro do Norte,CE,Ativa
769,FACULDADES INTEGRADAS DE NAVIRAÍ,FINAV,Faculdade,Naviraí,MS,Ativa
192,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SOUZA MARQUES,FFCLSM,Faculdade,Rio de Janeiro,RJ,Ativa
2486,FACULDADE LEONARDO DA VINCI,ULBRA,Faculdade,Porto Alegre,RS,Extinta
1634,Faculdade Doctum da Serra,DOCTUM,Faculdade,Serra,ES,Extinta
1403,Faculdade Estácio de Pimenta Bueno,Estácio FAP,Faculdade,Pimenta Bueno,RO,Ativa
1065,FACULDADE DE CIÊNCIAS ECONÔMICAS E ADMINISTRATIVAS DE VILA VELHA,null,Faculdade,Vila Velha,ES,Extinta
17672,"Instituto Brasileiro de Ensino, Desenvolvimento e Pesquisa de São Paulo",IDP-SP,Faculdade,São Paulo,SP,Ativa
167,UNIVERSIDADE METODISTA DE SÃO PAULO,UMESP,Universidade,São Bernardo do Campo,SP,Ativa
1162,FACULDADE DE ALTA FLORESTA,FAF,Faculdade,Alta Floresta,MT,Ativa
574,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,Universidade,Seropédica,RJ,Ativa
17828,Faculdade do Centro Leste - Cariacica,UCL,Faculdade,Cariacica,ES,Extinta
761,FACULDADE NACIONAL DE CURITIBA,FANAC,Faculdade,Curitiba,PR,Extinta
170,FUNVIC - FACULDADE FUNVIC DE MOCOCA,,Faculdade,Mococa,SP,Ativa
1495,FACULDADE UNIÃO DE QUEDAS DO IGUAÇU,FAQ,Faculdade,Quedas do Iguaçu,PR,Extinta
1807,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,"Instituto Federal de Educação, Ciência e Tecnologia",Fortaleza,CE,Ativa
19260,FACULDADE ANHANGUERA DE JEQUIÉ,FPJ,Faculdade,Jequié,BA,Ativa
447,FACULDADE CATÓLICA DE CIÊNCIAS ECONÔMICAS DA BAHIA,FACCEBA,Faculdade,Salvador,BA,Extinta
18812,UNIVERSIDADE FEDERAL DO SUL DA BAHIA,UFSB,Universidade,Itabuna,BA,Ativa
13040,FACULDADE DE CIÊNCIAS MÉDICAS DO PARÁ,FACIMPA,Faculdade,Marabá,PA,Ativa
5275,FACULDADE DE CIÊNCIAS GERENCIAIS,null,Faculdade,Carangola,MG,Extinta
22218,FACULDADE UNIVERITAS UNIVERSUS VERITAS DE MONTES CLAROS,UNIVERITAS MC,Faculdade,Montes Claros,MG,Extinta
2383,FACULDADE MERIDIONAL,IMED,Faculdade,Passo Fundo,RS,Ativa
18516,FACULDADE MIRIENSE,,Faculdade,Igarapé-Miri,PA,Ativa
1312,FACULDADES INTEGRADAS DE RONDONÓPOLIS,FAIR,Faculdade,Rondonópolis,MT,Ativa
2821,Faculdade Meridional RS,IMED,Faculdade,Porto Alegre,RS,Ativa
601,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,"Instituto Federal de Educação, Ciência e Tecnologia",Bento Gonçalves,RS,Ativa
17636,FACULDADE DA SERRA,SERRAVIX,Faculdade,Serra,ES,Extinta
243,FACULDADE DO CLUBE NÁUTICO MOGIANO,FCNM,Faculdade,Mogi das Cruzes,SP,Ativa
193,FACULDADE DE ENGENHARIA SOUZA MARQUES,FESM,Faculdade,Rio de Janeiro,RJ,Ativa
4061,FACULDADE DE TECNOLOGIA DE BRASÍLIA,FTB,Faculdade,Brasília,DF,Extinta
